id,name,brand,year,price,seats,transmission,fuelType,image,description,features,engine,horsepower,torque,fuelConsumption,dimensions,weight
6571623,Hyundai Accent Đặc biệt 1.5 AT 2025,Hyundai,2025,482000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/112126/car/6571623/m_1765533582.506.jpg,"Giá xe Hyundai Accent Đặc Biệt. Tháng 12 giảm 100% thuế trước bạ ✓ Showroom tiêu chuẩn 3S tổng kho Hyundai Miền Bắc - uy tín tận tình trách nhiệm ✓ Hơn 20 năm kinh nghiệm trong ngành với hệ thống Hyundai lớn miền bắc ✓ Khuyến mại sàn da, thảm chân, bọc vô lăng, voucher 5tr, vv.... ✓ Cam kết ưu đãi t...","Lốp mới, Màn hình Android",Xăng 1.5 L,146,182 Nm,8.3L/100km,4600 x 1800 x 1450 mm,1462 kg
6574785,Hyundai Tucson 2.0 AT Đặc biệt 2025,Hyundai,2025,802000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/112126/car/6574785/m_1765725226.815.jpg,"Giá xe Hyundai Tucson Tháng 12 giảm 100% thuế trước bạ ✓ Showroom tiêu chuẩn 3S tổng kho Hyundai Miền Bắc - uy tín tận tình trách nhiệm ✓ Hơn 20 năm kinh nghiệm trong ngành với hệ thống Hyundai lớn miền bắc ✓ Khuyến mại sàn da, thảm chân, bọc vô lăng, voucher 5tr, vv.... ✓ Cam kết ưu đãi tốt cho khá...","Lốp mới, Kết nối Bluetooth",Xăng 2.0 L,160,193 Nm,6.6L/100km,4600 x 1800 x 1450 mm,1591 kg
6572386,Hyundai Stargazer Tiêu chuẩn 1.5 AT 2025,Hyundai,2025,450000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/112126/car/6572386/m_1765791980.432.jpg,"Giá xe Hyundai Stargazer. Tháng 12 giảm 100% thuế trước bạ ✓ Showroom tiêu chuẩn 3S tổng kho Hyundai Miền Bắc - uy tín tận tình trách nhiệm ✓ Hơn 20 năm kinh nghiệm trong ngành với hệ thống Hyundai lớn miền bắc ✓ Khuyến mại sàn da, thảm chân, bọc vô lăng, voucher 5tr, vv.... ✓ Cam kết ưu đãi tốt cho...","Kết nối Bluetooth, Màn hình Android",Xăng 1.5 L,145,171 Nm,6.3L/100km,4600 x 1800 x 1450 mm,1387 kg
6555821,Hyundai Custin Tiêu Chuẩn 1.5T 2023,Hyundai,2023,765000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/574593/car/6555821/m_1764731099.184.jpg,"Hàng vừa cập bến, em bán: - Hyundai Custin 1.5T tiêu chuẩn 2023 màu trắng - Xe 4,8 vạn km, lốp theo xe, sơ cua chưa hạ - Chất xe nguyên bản máy số keo chỉ, check tét thoải mái - Đã lên cửa điện, đèn bi led gầm,..về sẵn sử dụng - Có bán trả góp, có đổi xe các loại - Thiện chí xem xe alo em hoặc zalo ...","Lốp mới, Màn hình Android",Xăng 1.5 L,117,149 Nm,7.6L/100km,4600 x 1800 x 1450 mm,1559 kg
6579575,Hyundai SantaFe MLX 2.2L 2007,Hyundai,2007,279000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/551861/car/6579575/m_1765969929.814.jpg,Bán huyndai Santafe sx 2007 máy dầu máy ngon điều hoà mát vui lòng lh biết thêm thoing tin,"Lốp mới, Dán phim cách nhiệt",Dầu 2.2 L,177,219 Nm,6.0L/100km,4600 x 1800 x 1450 mm,1489 kg
6579889,Hyundai Tucson 2.0 ATH 2019,Hyundai,2019,625000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/54736/car/6579889/m_1765984833.310.jpg,"Huyndai tucson 2.0 đặc biệt . Sx2019 chạy 5 vạn km cam kết - Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc. - Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng. - Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua","Kết nối Bluetooth, Màn hình Android",Xăng 2.0 L,168,192 Nm,5.6L/100km,4600 x 1800 x 1450 mm,1448 kg
6420872,Hyundai SantaFe Cao cấp 2.2L HTRAC 2022,Hyundai,2022,1118000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/640881/car/6420872/m_1757302768.214.jpg,"#banxe #huyndaisantafe Dầu premium Sản xuất 2022 ODO 4.9 vạn km giá tham khảo hơn là em bán Anh chị tới sem xe trực tiếp có bớt ̂́ ̛ ̛̣ ̂ ̉ ̣ , ̣̂ ̛ ̛́ , ́ ̀ ̣̂ ̂́ ̂ ̉ , ̉ ̉ ̣ ̣ ́ ́ ̂̉ ̂ ̀ ̂̃ ̛̣ ̂ ̀ % ́ ̣ ̃ ̂́ ̂́ ̀ ̂ ̣ : & ̂̃ ̆ ̛̀ ̂ ̀ ̣̂","Kết nối Bluetooth, Dán phim cách nhiệt",Dầu 2.2 L,197,242 Nm,8.3L/100km,4600 x 1800 x 1450 mm,1471 kg
6553481,Hyundai Custin Đặc Biệt 1.5T 2023,Hyundai,2023,815000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/686490/car/6553481/m_1764594985.820.jpg,"Hyundai Custin 1.5T Đặc Biệt 2023 Odo: 2V4 km Giao xe toàn quốc – hỗ trợ bank tối đa 70% Địa chỉ: 68 Đinh Núp, Cầu Giấy Cam kết chất lượng văn bản và hỗ trợ check/test xe.","Kết nối Bluetooth, Dán phim cách nhiệt",Xăng 1.5 L,135,170 Nm,5.9L/100km,4600 x 1800 x 1450 mm,1514 kg
6563193,Hyundai SantaFe Cao cấp 2.2L HTRAC 2022,Hyundai,2022,1135000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/686490/car/6563193/m_1765110609.305.jpg,"Hyundai SantaFe 2.2D HTRAC Premium 2022 Odo 3,8 vạn km Xe đẹp, giữ gìn chuẩn – độ giàn âm thanh 85 triệu Giao xe toàn quốc – hỗ trợ bank tối đa 70% AUTO16 – 68 Đinh Núp, Cầu Giấy, Hà Nội Cam kết xe chuẩn – pháp lý minh bạch – hỗ trợ check/test toàn quốc","Lốp mới, Kết nối Bluetooth",Dầu 2.2 L,193,222 Nm,7.6L/100km,4600 x 1800 x 1450 mm,1393 kg
6519648,Hyundai Tucson 2.0 AT Đặc biệt 2022,Hyundai,2022,784000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/516921/car/6519648/m_1762742015.830.jpg,"Tucson 2.0ATH bản Xăng Đặc Biệt. Cá nhân sử dụng mới đc 4v. Xe đẹp chuẩn, không lỗi lầm. Check tét thoải mái. Các bác quan tâm qua em chơi xem xe ak.","Lốp mới, Kết nối Bluetooth",Xăng 2.0 L,163,198 Nm,8.6L/100km,4600 x 1800 x 1450 mm,1513 kg
6576570,Hyundai SantaFe Cao cấp 2.2L HTRAC 2022,Hyundai,2022,1185000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/656145/car/6576570/m_1765815154.887.jpg,"Huyndai Santafe 2.2D Premium sx 2022 Đăng Kí tên tư nhân 1 chủ từ mới , biển HN xe chạy hơn 3vạnkm Full lịch sử bảo dưỡng hãng đến T3/2025 xe không 1 lỗi nhỏ , xe đẹp xuất sắc . Cam kết tất chào có thương lượng ACE nhé - Cam kết chất lượng bằng văn bản -Check test mọi nơi theo yêu cầu","Lốp mới, Màn hình Android",Dầu 2.2 L,183,214 Nm,8.5L/100km,4600 x 1800 x 1450 mm,1562 kg
6573468,Hyundai Tucson 1.6 AT Turbo 2019,Hyundai,2019,675000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/656145/car/6573468/m_1765636663.610.jpg,Huyndai Tucson 1.6Turbo sx 2019 fom 2020 Tên tư nhân chính chủ xe chạy hơn 8vạnkm Full bảo dưỡng cực đẹp không 1 lỗi nhỏ Có thương lượng ACE nhé,"Lốp mới, Màn hình Android",Xăng 1.6 L,149,168 Nm,5.8L/100km,4600 x 1800 x 1450 mm,1470 kg
6579227,Hyundai Accent 1.4 AT 2023,Hyundai,2023,425000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/617767/car/6579227/m_1765958941.568.jpg,"Bán Gấp Hyundai Accent 1.4AT Tiêu Chuẩn 2023 - Trắng Ngọc Trinh, Nội thất ĐỘC ĐÁO, Giá Cực Tốt! Em cần bán nhanh chiếc sedan quốc dân Hyundai Accent 1.4AT Bản Tiêu Chuẩn đời 2023. Thông tin xe: Sản xuất: 2023 (Đời cực mới). Phiên bản: 1.4 AT Tiêu Chuâ...","Lốp mới, Màn hình Android",Xăng 1.4 L,137,169 Nm,9.2L/100km,4600 x 1800 x 1450 mm,1524 kg
6076829,Hyundai Palisade Exclusive 2.2 AT 2025,Hyundai,2025,1260000000,6,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/402996/car/6076829/m_1739243037.391.jpg,"Bên em xả kho Hyundai Palisade máy dầu cực kỳ tiết kiệm nhiên liệu. -Vận hành mạnh mẽ, linh hoạt -Chế độ bảo hành cực kỳ hấp dẫn từ Hyundai Thành công -CAM KẾT BẢO HÀNH 8 NĂM HOẶC 120.000KM -Xe này đã được xuất khẩu sang các thị trường nước ngoài, như Thái Lan Hỗ trợ trả góp 80--85% giá trị xe ra bả...","Lốp mới, Kết nối Bluetooth",Dầu 2.2 L,201,239 Nm,8.4L/100km,4600 x 1800 x 1450 mm,1417 kg
6512503,Hyundai Creta N Line 1.5 AT 2025,Hyundai,2025,676000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/402996/car/6512503/m_1762330964.245.jpg,"Bên em sẵn xe Creta N-Line 2025 Lô mới nhất sẵn xe giao ngay màu: Trắng, Đen, Đỏ Xe cực hot số lượng có hạn -Ưu đãi khi nhắn tin trực tiếp -Hỗ trợ trả góp 80-85% ra bảo lãnh cho vay luôn -Camera 360 -Màn hình đôi liền -Đèn pha thích ứng -Loa Bose -Làm mát ghê -Cánh gió, bô kép…… Quý a chị quan tâm i...","Lốp mới, Camera 360, Dán phim cách nhiệt",Xăng 1.5 L,138,161 Nm,8.5L/100km,4600 x 1800 x 1450 mm,1569 kg
6559842,Hyundai SantaFe Prestige 2.5L HTRAC 2025,Hyundai,2025,1069000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/402996/car/6559842/m_1764922013.871.jpg,"Bên em xả kho SantaFe prestige bản đầy đủ đi êm nhất Số lượng có hạn ạ. tương đương với giảm 190tr Xe 100% để trong nhà kính -Bảo hành 8 năm hoặc 120.000km Toàn Quốc -Hỗ trợ trả góp 80-85% -Qúy anh chị quan tâm cứ liên hệ em xem xe, lái thử tư vấn miễn phí cho anh chị ạ","Màn hình Android, Dán phim cách nhiệt",Xăng 2.5 L,218,259 Nm,5.6L/100km,4600 x 1800 x 1450 mm,1313 kg
6376153,Hyundai SantaFe Calligraphy 2.5L HTRAC 7S 2025,Hyundai,2025,1172000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/402996/car/6376153/m_1754711445.670.jpg,"Bên em sẵn xe Santa Fe nội thất nâu da bò Nappa giao luôn ạ. Quý anh chị có nhu cầu xem xe, lái thử hoặc báo giá cứ gọi hoặc nhắn zalo em hỗ trợ nhé. E Thuấn chuyên bán Santafe mong được phục vụ anh chị ạ. Hỗ trợ trả góp 80-85% Đăng ký đăng kiểm miễn phí Đại lý duy nhất 100% xe để trong nhà Dịch vụ ...","Lốp mới, Màn hình Android",Xăng 2.5 L,205,250 Nm,6.7L/100km,4600 x 1800 x 1450 mm,1587 kg
6531786,Hyundai Stargazer Tiêu chuẩn 1.5 AT 2024,Hyundai,2024,446000000,7,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/831284/car/6531786/m_1763376244.867.jpg,"Cần bán chiếc stagazer 2024 số tự động tên tư nhân, chạy hơn 3v, sơn zin còn nguyên theo xe, máy móc nguyên bản. Bao check test theo yêu cầu","Kết nối Bluetooth, Dán phim cách nhiệt",Xăng 1.5 L,122,154 Nm,8.8L/100km,4600 x 1800 x 1450 mm,1402 kg
6575639,Isuzu MU-X 3.0 4X2 AT 2016,Isuzu,2016,495000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/566537/car/6575639/m_1765781876.354.jpg,"Hàng vừa về: NỒI ĐỒNG CỐI ĐÁ 7 CHỖ GIÁ RẺ: Isuzu Mux 2016 lăn bánh lần đầu 2019 đi đúng 9 vạn km, 7 chỗ số tự động máy dầu tuyệt đẹp nhập khẩu nguyên chiếc đi 50 năm ko hỏng. Thương hiệu Nhật, 4 qua lốp mới tinh, gông phanh sáng, vô lăng củ số giữ gìn biển Hà Nội 1 chủ từ đầu.","Lốp mới, Kết nối Bluetooth",Dầu 3.0 L,245,290 Nm,10.2L/100km,4600 x 1800 x 1450 mm,1506 kg
6380937,Isuzu MU-X B7 Plus 1.9 4X2 AT 2025,Isuzu,2025,911000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/19402/car/6380937/m_1754980829.698.jpg,"Mu-X B7 Plus 4x2 AT Nhập khẩu nguyên chiếc Thái Lan, tự động máy dầu 1.9 turbo biến thiên. Đăng ký 7 chỗ ngỗi. Kích thước DxRxC(mm): 4.860x1.870x1.870 Khoảng cách trục(mm): 2.855 Khoảng sáng gầm(mm): 230 Trọng lượng bản thân(Kg): 1935 Động cơ: 1.9L Diesel Euro5 Hộp số: tự động 6 cấp Công suất(PS/rpm...","Túi khí, EBD, ABS, Apple CarPlay, Cruise Control",Dầu 1.9 L,175,215 Nm,8.3L/100km,4600 x 1800 x 1450 mm,1355 kg
6531653,Isuzu FVR 34VE5 2024,Isuzu,2024,1544000000,3,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/19402/car/6531653/m_1763371778.581.jpg,"ISUZU 7 tấn Thùng kín siêu dài 10m Model: FVR34VE5(FVR900) Động cơ: 7.8L phun dầu điện tử, turbo tăng áp, Tiêu chuẩn Euro5 Hộp số: 6 số tiến + 1 số lùi Tải trọng cho phép tham gia giao thông: 7.000kg Tổng tải trọng: 14.900kg Kích thước tổng thể D x R x C(mm): 12.200 x 2.500 x 3.700 Kích thước lọt lò...","Kết nối Bluetooth, Dán phim cách nhiệt",Dầu 7.8 L,675,827 Nm,13.4L/100km,4600 x 1800 x 1450 mm,1531 kg
6449463,Isuzu MU-X B7 Plus 1.9 4X2 AT 2025,Isuzu,2025,930000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449463/m_1758856187.220.jpg,"Isuzu Mux B7 PLUS AT phiên bản 1 cầu số tự động là một trong hai phiên bản trong phân khúc 7 chỗ của Isuzu đem lại sự mạnh mẽ , tinh tế và độ tin cậy và hiệu suất vượt trội. Với giá thành cạnh tranh Isuzu MuX B7 PLUS AT phù hợp dùng cho gia đình hoặc chạy kinh doanh","Dán phim cách nhiệt, Màn hình Android",Dầu 1.9 L,180,234 Nm,7.7L/100km,4600 x 1800 x 1450 mm,1325 kg
6449270,Isuzu Dmax Prestige 1.9L 4x2 AT 2025,Isuzu,2025,610000000,5,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449270/m_1758852442.101.jpg,"ISUZU D-MAX PRESTIGE 1.9L 4x2 AT 2025 Phiên bản Prestige 2025, động cơ diesel 1.9L mạnh mẽ – siêu tiết kiệm nhiên liệu. Hộp số tự động 6 cấp, dẫn động 1 cầu. Màu sắc đa dạng Trang bị an toàn: ABS, EBD, BA, cân bằng điện tử ESC, hỗ trợ khởi hành ngang dốc. Tiện nghi: màn hình giải trí cảm ứng, kết nố...","Apple CarPlay, EBD, ABS",Dầu 1.9 L,157,206 Nm,8.5L/100km,4600 x 1800 x 1450 mm,1492 kg
6494248,Isuzu Dmax LS 2.5 4x2 MT 2016,Isuzu,2016,340000000,5,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/118091/car/6494248/m_1761300546.129.jpg,"Bán xe oto Isuzu Dmax sản xuất năm 2016 số sàn, máy dầu, bản 1 cầu - Xe được trang bị nắp thùng cao, giá nóc, ghế da, trải sàn da, màn hình, cam hành trình, tích hợp phím trên vô lăng,... - A c e có nhu alo em Lợi Xem xe tại 1019 đường Quang Trung, Hà Đông, Hà Nội","Ghế da, Màn hình Android, Dán phim cách nhiệt",Dầu 2.5 L,202,260 Nm,8.1L/100km,4600 x 1800 x 1450 mm,1468 kg
6394457,Isuzu Dmax Prestige 1.9L 4x2 AT 2025,Isuzu,2025,601000000,5,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/19402/car/6394457/m_1755687917.961.jpg,D-Max ISUZU là dòng xe bán tải nhập khẩu nguyên chiếc từ Thái Lan 2025. Động cơ: Diesel 1.9 phun dầu điện tử turbo tăng áp. Siêu Tiết kiệm nhiên liệu Hộp số: Tự động 6 cấp Ghế: Nỉ cao cấp DVD màn hình cảm ứng 7 inch + 4 loa Hệ thống chống bó cứng phanh (ABS) Hệ thống phân bổ lực phanh điện tử (EBD) ...,"Cruise Control, EBD, ABS",Dầu 1.9 L,170,196 Nm,8.4L/100km,4600 x 1800 x 1450 mm,1361 kg
6226500,Isuzu QKR QMR77HE5 Thùng Kín 2025,Isuzu,2025,638000000,3,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/19402/car/6226500/m_1746695857.332.jpg,"Xe tải ISUZU 2.5 tấn thùng Kín 4.36m mới 100% 2025, KM tiền 10tr Model: QKR77HE5(QKR270) 2025 Động cơ: 3.0L Turbo Tăng áp biến thiên, siêu tiết kiệm nhiên liệu Hộp số: 5 số tiến + 1 số lùi Thùng Kín 2 cửa sau 1 cửa hông Tải trọng cho phép tham gia giao thông: 2.495kg Tổng tải trọng 5.500kg Kích thướ...","Lốp mới, Màn hình Android",Dầu 3.0 L,264,328 Nm,12.2L/100km,4600 x 1800 x 1450 mm,1437 kg
6276269,Isuzu MU-X Sport 1.9 4X4 AT 2025,Isuzu,2025,1059000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/19402/car/6276269/m_1749278170.335.jpg,"ISUZU Mu-X tự động phiên bản 2 cầu tự động Sport, Nhập khẩu nguyên chiếc Thái Lan Động cơ: 1.9 Diesel, phun dầu điện tử turbo biến thiên Hộp số: tự động 6 cấp Nội thất sang trọng, ghế bọc da cao cấp, ghế tài xế chỉnh điện 8 hướng... Màn hình cảm ứng táp lô 9 inch kết nối Apple CarPlay/Android Auto k...","Túi khí, EBD, ABS, Cảm biến, Apple CarPlay, Cruise Control",Dầu 1.9 L,158,198 Nm,7.6L/100km,4600 x 1800 x 1450 mm,1301 kg
6191249,Isuzu FRR 90QE5 2025,Isuzu,2025,1038000000,3,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/19402/car/6191249/m_1744795066.135.jpg,"Model: FRR90QE5(FRR650) Động cơ: 5.2 turbo tăng áp Euro5 Hộp số: 6 số tiến + 1 số lùi Tổng tải trọng: 11.000kg Tải trọng chở hàng: 6.200Kg Kích thước tổng thể D x R x C(mm): 9300 x 2480 x 3250 Kích thước lọt lòng thùng D x R x C(mm): 7380 x 2310 x 2060/770 BH: 03 năm hoặc 100.000km KM: Máy lạnh, 12 ...","Lốp mới, Màn hình Android",Dầu 5.2 L,447,547 Nm,13.6L/100km,4600 x 1800 x 1450 mm,1324 kg
6449258,Isuzu Dmax Prestige 1.9L 4x2 MT 2025,Isuzu,2025,590000000,5,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449258/m_1758852138.701.jpg,"Dmax số sàn nhập khẩu Thái Lan Máy dầu 1.9L turbo tăng áp, phun dầu điện tử. Công suất 150PS Hộp số: 6 số tiến + 1 số lùi Khung gầm thừa hưởng GEN xe tải còn dc thêm dầm ngang và sử dụng thép công nghệ tiên tiến tăng độ cứng cho xe. Cabin dc làm bằng thép cường độ cao cho độ cứng và độ bền vượt trội...","Cruise Control, Kết nối Bluetooth, ABS, Dán phim cách nhiệt",Dầu 1.9 L,157,188 Nm,5.7L/100km,4600 x 1800 x 1450 mm,1400 kg
6454408,Isuzu QKR QLR77FE5 Thùng Bạt 2025,Isuzu,2025,595000000,3,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/39957/car/6454408/m_1759133395.404.jpg,"QKR QLR77FE5 (QKR230) là dòng xe thuộc phân khúc Q Series của ISUZU với tiêu chuẩn khí thải mới nhất Euro 5. Với dung tích động cơ 2999 cm3, chiều dài lòng thùng hàng 3,6m đây là mẫu xe đa năng, phù hợp chở đa dạng các mặt hàng cũng như địa hình, vùng miền khác nhau. Vì thế để đảm bảo việc yên tâm s...","Lốp mới, Kết nối Bluetooth",Dầu 3.0 L,266,333 Nm,10.0L/100km,4600 x 1800 x 1450 mm,1379 kg
6575935,Isuzu MU-X 3.0 4X2 AT 2016,Isuzu,2016,495000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/821625/car/6575935/m_1765789036.872.jpg,"Hàng vừa về: NỒI ĐỒNG CỐI ĐÁ 7 CHỖ GIÁ RẺ: Isuzu Mux sx 2016 lăn bánh lần đầu 2019 Odo : đi đúng 9 vạn km, 7 chỗ số tự động máy dầu tuyệt đẹp nhập khẩu nguyên chiếc đi 50 năm ko hỏng. Thương hiệu Nhật, 4 qua lốp mới tinh, gông phanh sáng, vô lăng củ số giữ gìn biển Hà Nội 1 chủ từ đầu.","Lốp mới, Dán phim cách nhiệt",Dầu 3.0 L,248,296 Nm,11.9L/100km,4600 x 1800 x 1450 mm,1448 kg
6481271,Isuzu Dmax UTZ 1.9L 4x4 MT 2025,Isuzu,2025,595000000,5,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/829924/car/6481271/m_1760600249.502.jpg,"Isuzu Dmax UTZ 1.9L 4x4 MT 2025 Động cơ 1.9L Diesel, số sàn 6 cấp, dẫn động 4x4 mạnh mẽ Thoải mái, dễ dàng và linh hoạt, ISUZU D-MAX không chỉ là một chiếc bán tải. Đó còn là một không gian di động, một địa điểm để thư giãn, và là nơi để bạn có thể bắt đầu chuyến phiêu lưu của mình. Dù bạn đi cùng g...","Lốp mới, Kết nối Bluetooth",Dầu 1.9 L,176,218 Nm,7.4L/100km,4600 x 1800 x 1450 mm,1417 kg
6449420,Isuzu Dmax Prestige 1.9L 4x2 MT 2025,Isuzu,2025,590000000,5,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449420/m_1758855088.990.jpg,"Dmax số sàn nhập khẩu Thái Lan Máy dầu 1.9L turbo tăng áp, phun dầu điện tử. Công suất 150PS Hộp số: 6 số tiến + 1 số lùi Khung gầm thừa hưởng GEN xe tải còn dc thêm dầm ngang và sử dụng thép công nghệ tiên tiến tăng độ cứng cho xe. Cabin dc làm bằng thép cường độ cao cho độ cứng và độ bền vượt trội...","Lốp mới, Cruise Control, Kết nối Bluetooth, ABS",Dầu 1.9 L,164,206 Nm,8.0L/100km,4600 x 1800 x 1450 mm,1513 kg
6449413,Isuzu MU-X B7 Plus 1.9 4X2 AT 2025,Isuzu,2025,930000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449413/m_1758854926.495.jpg,"Isuzu Mux B7 PLUS AT phiên bản 1 cầu số tự động là một trong hai phiên bản trong phân khúc 7 chỗ của Isuzu đem lại sự mạnh mẽ , tinh tế và độ tin cậy và hiệu suất vượt trội. Với giá thành cạnh tranh Isuzu MuX B7 PLUS AT phù hợp dùng cho gia đình hoặc chạy kinh doanh","Lốp mới, Màn hình Android",Dầu 1.9 L,162,213 Nm,6.8L/100km,4600 x 1800 x 1450 mm,1353 kg
6481317,Isuzu MU-X B7 1.9 4X2 MT 2025,Isuzu,2025,825000000,7,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/829924/car/6481317/m_1760601361.187.jpg,"Isuzu MU-X B7 1.9L 4x2 MT 2025 là phiên bản mới nhất của dòng SUV 7 chỗ nổi tiếng đến từ Isuzu, được thiết kế dành riêng cho khách hàng Việt Nam. Với động cơ mạnh mẽ, tiết kiệm nhiên liệu và giá bán hợp lý, mẫu xe này là lựa chọn lý tưởng cho gia đình và doanh nghiệp. Thiết kế ngoại thất: Phong cách...","Lốp mới, Túi khí, Màn hình Android",Dầu 1.9 L,160,211 Nm,6.9L/100km,4600 x 1800 x 1450 mm,1571 kg
6449410,Isuzu MU-X Premium 1.9 4X4 AT 2025,Isuzu,2025,1160000000,7,Số tự động,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449410/m_1758854865.751.jpg,ISUZU Mu-X Premium 4x4 AT *Động cơ: RZ4ETC Diesel turbo tăng biến thiên Dung tích xy lanh: 1.9L *Hộp số: Tự động 6 cấp + lẫy chuyển số vô lăng Dẫn động: 2 cầu bán thời gian *Nội thất: Da cao cấp -Ghế tài xế chỉnh điện 8 hướng *Tiện nghi: -Chìa khóa thông minh _ khởi động từ xa -Mở cửa thông mình -Kh...,"Túi khí, Cruise Control, ABS, Cảm biến",Dầu 1.9 L,157,187 Nm,6.2L/100km,4600 x 1800 x 1450 mm,1554 kg
6516830,Isuzu QKR 55h 2014,Isuzu,2014,299000000,3,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/495479/car/6516830/m_1762566357.785.jpg,"Bán xe Isuzu QKR55H 1,9tấn thùng kín dài 4,4M Kích thước thùng ( 4,380x1740x1870 ) 3 cửa mở, sx 2014 Xe đẹp 1 chủ mua mới , xe chở hàng nhẹ Xe có máy lạnh, ghế Da Máy móc , hợp số, cầu láp nguyên zin 100% Anh chị mua về xài an tâm","Ghế da, Kết nối Bluetooth, Màn hình Android",Dầu,139,184 Nm,6.7L/100km,4600 x 1800 x 1450 mm,1405 kg
6449380,Isuzu MU-X B7 1.9 4X2 MT 2025,Isuzu,2025,845000000,7,Số sàn,Dầu,https://s.bonbanh.com/uploads/users/170841/car/6449380/m_1758854336.523.jpg,"ISUZU Mu-x máy dầu, số sàn nhập khẩu Thái Lan Nội thất sang trọng, ghế bọc da cao cấp, ghế tài xế chỉnh điện... Hệ thống hai giàn lạnh trước và sau với cửa gió cho tất cả các hàng ghế đem lại cảm giác thật sự tiện nghi... Hệ thống phân bổ lực phanh điện tử(EBD), hệ thống hỗ trợ phanh khẩn cấp(BA), H...","Cruise Control, EBD, ABS",Dầu 1.9 L,171,218 Nm,6.9L/100km,4600 x 1800 x 1450 mm,1320 kg
5912493,Jaguar F-Pace R-Sport 2016,Jaguar,2016,1239000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/468784/car/5912493/m_1730737791.360.jpg,"Jaguar F-Pace R-Sport V6 3.0 bản cao cấp nhất Sản xuất 2016, dki lần đầu 2018 - 1 chủ từ mới - full lịch sử hãng Ace quan tâm alo em nhé","Lốp mới, Kết nối Bluetooth",Xăng 3.0 L,265,322 Nm,13.1L/100km,4600 x 1800 x 1450 mm,1587 kg
6511485,Jaguar F-Pace R-Sport 2016,Jaguar,2016,1234000000,5,Số tự động,Xăng,https://s.bonbanh.com/uploads/users/838565/car/6511485/m_1762272239.368.jpg,"Jaguar F-Pace R-Sport V6 3.0 Xe 1 chủ từ mới, Full lịch sử hãng , sản xuất 2016, dklđ 2018","Lốp mới, Kết nối Bluetooth",Xăng 3.0 L,256,314 Nm,13.3L/100km,4600 x 1800 x 1450 mm,1366 kg
